0.7145403643	bile
0.7143127416	optical
0.7139208491	japanese
0.7107729848	depression
0.7100370050	community
0.7090777588	velocity
0.7083694005	b1
0.7078001354	antisense
0.7077558304	epilepsy
0.7072096706	wnt
0.7060163733	angina
0.7036356041	ring
0.7034068891	thrombosis
0.7033401321	oxidative
0.7032639715	renin
0.7031020930	ice
0.7029691082	silencing
0.7029691082	hepatocyte
0.7029678581	abdominal
0.7028812527	gestational
0.7028654705	neuron
0.7028637465	cohort
0.7028341223	glucocorticoid
0.7023109360	immunity
0.7022334129	channel
0.7021207917	center
0.7018037063	frontal
0.7018037063	cirrhosis
0.7017833727	phylogenetic
0.7012181490	gtpase
0.7011036683	hydroxylase
0.7009297377	nasal
0.7009101222	carbon
0.7008306938	ad
0.7006207917	anxiety
0.7004121176	envelope
0.7001344676	cognitive
0.7001190215	sos
0.6999888100	valve
0.6999592101	rhesus
0.6998545318	dental
0.6995826011	virulence
0.6995826011	duplication
0.6994751917	nitrate
0.6993887716	output
0.6992839533	spin
0.6987734845	organism
0.6987734845	phosphodiesterase
0.6987734845	ovary
0.6987734845	interface
0.6987734845	particle
0.6987734845	crude
0.6987734845	birth
0.6987734845	phenomena
0.6987007527	papillomavirus
0.6986954643	albumin
0.6985417252	reactive
0.6984305473	obstruction
0.6984305473	indicator
0.6983849595	database
0.6981389993	mitotic
0.6981389993	media
0.6981389993	indirect
0.6981389993	sperm
0.6981389993	gradient
0.6981194064	red
0.6980502934	prospective
0.6979941834	impairment
0.6979941834	subcutaneous
0.6979941834	immunoprecipitation
0.6979612723	branch
0.6979612723	illness
0.6979414162	glands
0.6978974761	xenopus
0.6977239130	colon
0.6977239130	thermal
0.6977239130	principal
0.6975459781	bronchial
0.6971533204	catheter
0.6969453368	coefficient
0.6969453368	social
0.6969453368	chloride
0.6968174024	unusual
0.6967324959	biliary
0.6967061895	opioid
0.6965454219	nerves
0.6961820703	maternal
0.6960223419	ix
0.6956655271	urea
0.6954774991	salivary
0.6950399658	creatine
0.6949521868	retinoblastoma
0.6947775806	theory
0.6947716023	presentation
0.6947011405	pore
0.6946615904	viii
0.6945483221	alternatively
0.6944221993	mental
0.6944143480	arabidopsis
0.6943914448	lipid
0.6941040601	folate
0.6936654718	systolic
0.6936558521	prevention
0.6933879512	vt
0.6932369142	pancreatic
0.6931889538	technetium
0.6930478527	pleural
0.6930366018	mineral
0.6930366018	outer
0.6930366018	ulcer
0.6929507909	mhc
0.6928155501	irf
0.6928077381	intensive
0.6928077381	world
0.6927800794	medical
0.6925565965	hepg2
0.6923302311	abl
0.6921405130	lobe
0.6921357103	airway
