0.7247325463	heart
0.7231893801	methylation
0.7209867092	metabolic
0.7201090537	dutch
0.7189210628	arthritis
0.7176731634	enzymes
0.7157057613	ethnic
0.7146329730	antibodies
0.7146287152	red
0.7104678953	spinal
0.7091631692	cerebellar
0.7070662529	chloride
0.7056798224	macular
0.7056798224	cognitive
0.7051618142	american
0.7046455576	visual
0.7046455576	embryonic
0.7037737684	area
0.7037737684	cohort
0.7035550725	western
0.7027099836	iodide
0.7024721976	set
0.7013837186	eastern
0.6998549399	phosphorylation
0.6996737582	italian
0.6994320264	advantage
0.6989305381	probability
0.6989305381	survival
0.6989305381	organization
0.6989305381	differentiation
0.6988171270	alternative
0.6987662320	lymphoma
0.6986056955	state
0.6974950249	europe
0.6972312420	life
0.6956881716	genetics
0.6937706811	field
0.6934817803	histocompatibility
0.6934512524	pigment
0.6931361693	neonatal
0.6930648345	african
0.6929229148	malignant
0.6914315590	myelin
0.6914315590	predisposition
0.6906328759	hair
0.6901313257	antibody
0.6881377956	c9
0.6855579464	oral
0.6850858295	synthesis
0.6832577579	cardiomyopathy
0.6832577579	reverse
0.6816022826	lip
0.6813678972	short
0.6807874139	dystonia
0.6798820278	pairs
0.6796306681	selection
0.6782001787	canadian
0.6781798173	death
0.6764104886	variation
0.6764104886	heterozygote
0.6763558035	eye
0.6763558035	genome
0.6752326062	coa
0.6749317036	cluster
0.6741056459	immune
0.6732349572	degeneration
0.6729596351	nt
0.6705041398	pax3
0.6699041783	neurodegenerative
0.6698527260	knockout
0.6688691738	platelet
0.6670515657	french
0.6667601390	active
0.6660668021	c3
0.6654270961	na
0.6652221148	peptide
0.6640181534	white
0.6634168302	imprinting
0.6628256918	bone
0.6627156237	testing
0.6617660535	jews
0.6616672676	diagnostic
0.6600869545	guanine
0.6592643536	disomy
0.6591953003	fluorescence
0.6587852281	c282y
0.6587484851	homologous
0.6582293733	impaired
0.6579889363	jewish
0.6578419698	adrenal
0.6578135359	population
0.6571118381	markers
0.6570554583	mutant
0.6553668020	affected
0.6548154660	sulfate
0.6543654320	relative
0.6538765527	chronic
0.6538330624	palate
0.6538049572	caucasian
0.6537797780	deficiency
0.6535857924	epithelial
0.6520355573	family
0.6519506277	mouse
0.6509360443	phenotype
0.6501206842	severe
0.6501162673	condition
0.6501162673	species
0.6501162673	homology
0.6497144621	mediterranean
0.6487891507	cleft
0.6487499061	carrier
0.6479224360	rna
0.6474946360	ag
0.6474117693	failure
0.6473696855	ndp
0.6473010567	liver
0.6472269172	diseases
0.6470951719	wilms
0.6469841654	brca1
0.6466706952	cardiac
0.6466170749	genetic
0.6465518445	mutation
0.6462395940	fkhr
0.6459458975	duchenne
0.6455239124	dna
0.6441834682	northern
0.6438071630	hla
0.6427450230	fusion
0.6424743585	human
0.6420455411	ashkenazi
0.6417546432	southern
0.6417005719	evaluation
0.6415052742	signal
0.6405847944	region
0.6404010027	protein
0.6403985239	hormone
0.6401908330	metabolism
0.6400716883	scores
0.6399739129	retinal
0.6393117492	deletion
0.6393058173	receptor
0.6390932231	pds
0.6383507468	mice
0.6381762820	child
0.6376859261	sequence
0.6376750377	japanese
0.6367210339	alleles
0.6363977343	phenotypic
0.6362588164	mutations
0.6361926369	mechanism
0.6361726814	chromosome
0.6359415550	expression
0.6358958668	patient
0.6358686966	transcript
0.6355594025	allele
0.6353753559	disease
0.6352021771	subjects
0.6351428112	late
0.6345307955	deleted
0.6341887056	recombinant
0.6339571396	therapy
0.6339375138	cells
0.6338377927	lipoprotein
0.6329580792	enzyme
0.6324076034	cloning
0.6321269235	isolated
0.6319637264	pax6
0.6318101420	vivo
0.6308059041	primary
0.6305462796	type
0.6303543813	gastric
0.6303509944	families
0.6300531982	identified
0.6299520240	man
0.6294394828	increased
0.6293811958	vhl
0.6290484867	nucleotide
0.6288197955	potential
0.6287663513	duplication
0.6284609893	treatment
0.6282141072	sequenced
0.6281974954	single
0.6281500080	cholesterol
0.6280014610	c2
0.6278914099	patients
0.6278354003	cag
0.6278164785	variants
0.6276643848	hdl
0.6275654932	transcription
0.6272677927	specific
0.6266463582	glucose
0.6253705705	rb1
0.6251683991	electrophoresis
0.6251367987	genomic
0.6249083913	means
0.6249083913	panel
0.6248314918	physical
0.6240381849	deficient
0.6240155590	clinical
0.6239315236	results
0.6235902097	heterozygous
0.6234471401	hexa
0.6233952671	muscle
0.6233823478	exon
0.6232934346	general
0.6229595827	long
0.6229423934	examination
0.6228756865	ald
0.6227834652	recombination
0.6227238582	cetp
0.6224929124	cancer
0.6219758845	age
0.6217395033	homozygous
0.6216863803	founder
0.6216694303	activity
0.6210766678	stem
0.6205427725	adrenoleukodystrophy
0.6204971403	confidence
0.6203985673	assay
0.6201907116	transfer
0.6201830873	series
0.6201830873	signs
0.6200861675	apc
0.6198026836	heterozygosity
0.6197288646	der
0.6197288646	pathogenesis
0.6197090165	tightly
0.6189779345	fap
0.6189275225	germline
0.6187540281	norrie
0.6187454423	mapping
0.6184248530	common
0.6182088202	intron
0.6180069692	complement
0.6179653210	understanding
0.6173973379	alpha
0.6169731037	becker
0.6169513736	ctg
0.6167640863	estimated
0.6165432063	ratio
0.6165004616	dystrophy
0.6164635728	high
0.6164288763	acyl
0.6164288763	zinc
0.6163381798	xanthomatosis
0.6161989857	hd
0.6161823780	status
0.6161647334	congenital
0.6160341262	plp
0.6157891945	mg
0.6156910004	distribution
0.6153909157	tissue
0.6153239689	ii
0.6152088202	substitution
0.6152017210	report
0.6147159911	phosphatase
0.6147034764	fibroblasts
0.6146514468	combination
0.6146514468	counseling
0.6143717062	untranslated
0.6143717062	existence
0.6143717062	transgenic
0.6143275215	splicing
0.6140577699	similar
0.6139058383	atm
0.6135919496	location
0.6135150266	skeletal
0.6130251422	pcr
0.6126700546	genotype
0.6126647417	small
0.6125499002	gene
0.6122318954	growth
0.6120364665	pah
0.6117178918	regulation
0.6117178918	leukodystrophy
0.6116058050	cholesteryl
0.6113259033	analysis
0.6111697303	dmd
0.6111516974	revealed
0.6109588488	correlation
0.6108462679	animal
0.6108045565	familial
0.6103531476	hemolytic
0.6099931123	individuals
0.6097594259	nuclear
0.6093626928	hepatic
0.6090409271	levels
0.6087502120	significant
