0.6993605722	synapsis
0.6981606224	white
0.6970658687	genotype
0.6946885061	photoreceptors
0.6925808184	chr
0.6921761918	average
0.6917195424	histological
0.6912180434	state
0.6897700895	black
0.6892873245	confocal
0.6892147056	short
0.6887467125	culture
0.6876745998	testes
0.6865345227	fat
0.6861407808	surface
0.6843596474	stratum
0.6840901307	deficiency
0.6840340643	epidermal
0.6839152752	arrest
0.6835777139	significance
0.6822391075	cassette
0.6821968257	products
0.6811122775	selection
0.6810292431	atp
0.6807909495	serum
0.6802019999	na
0.6795043831	reverse
0.6791526700	resistance
0.6777662879	kidneys
0.6774374733	laboratory
0.6768270316	bxd
0.6765010137	error
0.6762153728	pre
0.6760863622	plasma
0.6758172233	cancer
0.6755052984	regulate
0.6752225043	genotyping
0.6746994437	previous
0.6741194504	obesity
0.6733703286	fluorescence
0.6730420049	conserved
0.6729147737	spermatocytes
0.6729105270	embryonic
0.6728869355	insulin
0.6725307640	monoclonal
0.6710856272	chimeric
0.6706388720	pair
0.6703646080	epidermis
0.6698540180	research
0.6694822909	library
0.6690116627	association
0.6683411226	littermate
0.6681653285	junction
0.6680355504	distal
0.6680215311	cardiac
0.6677466115	interdigital
0.6677312672	region
0.6672207650	magnification
0.6672097597	diet
0.6671592949	ld
0.6670064388	authors
0.6669993340	cloning
0.6658766143	center
0.6656294342	bile
0.6654516961	raft
0.6653230081	act
0.6651946615	hormone
0.6647970295	product
0.6647835937	harbor
0.6645853056	sex
0.6642372904	animal
0.6642081114	gonad
0.6642016502	mesenchymal
0.6640349338	limb
0.6635464724	aged
0.6633749051	osteoblast
0.6632833703	potential
0.6629624347	material
0.6628784257	negative
0.6627140242	output
0.6626570153	energy
0.6624822273	response
0.6624417188	metabolic
0.6624380371	activated
0.6620020834	biotechnology
0.6616390124	budding
0.6615148027	transduction
0.6614062079	skeletal
0.6612494072	exon
0.6612174990	epithelial
0.6612014580	values
0.6608492142	arrow
0.6606880064	construct
0.6606786079	fluorescent
0.6605233077	ii
0.6605032253	reaction
0.6604057411	standard
0.6602169409	medium
0.6600698556	antibodies
0.6600207052	postnatal
0.6600206125	afferents
0.6597952804	pbs
0.6596888825	hippocampal
0.6596841088	h2a
0.6595771154	d2
0.6591458580	applied
0.6591350994	systems
0.6590470550	image
0.6586531187	structure
0.6585948253	rate
0.6585943073	transgenic
0.6585285137	conversion
0.6582360720	university
0.6578862069	genetic
0.6577488041	proliferation
0.6577153851	rod
0.6573241484	contributions
0.6573133352	fibroblast
0.6572851329	dsb
0.6571629172	group
0.6571097004	fidelity
0.6565437617	aorta
0.6562935252	polyclonal
0.6562499884	extracts
0.6559346991	glucose
0.6555287839	bar
0.6555061149	index
0.6554910079	molecules
0.6552039334	paraffin
0.6551976890	pathway
0.6550764192	cia
0.6548484209	iops
0.6548390708	embryos
0.6547222323	representative
0.6546052179	cba
0.6545970741	igg
0.6545408321	diagnostics
0.6545408321	medical
0.6540792005	lipid
0.6540404803	free
0.6536349862	limited
0.6533478222	threshold
0.6533054605	germline
0.6531527864	vector
0.6527975527	mitochondrial
0.6524515785	phylogenetic
0.6523524040	molecular
0.6518734888	rmce
0.6518246823	polymerase
0.6517159241	cre
0.6516948573	recessive
0.6516436865	red
0.6516257686	male
0.6515634901	chromosome
0.6514476407	percent
0.6512792545	pvcre
0.6512206041	oxidative
0.6511598681	neuronal
0.6510262487	class
0.6510091995	higher
0.6509576418	nucleotide
0.6505708747	cluster
0.6504658405	transmembrane
0.6504092646	ap
0.6502604967	salt
0.6501458672	pharyngeal
0.6499669151	recombination
0.6497511388	information
0.6496572260	arthritis
0.6495738913	neuron
0.6495499299	bmp
0.6494717644	chromosomes
0.6493658820	disease
0.6493560261	sds
0.6493559802	birth
0.6492851301	regulated
0.6492584852	targeting
0.6492319242	prophase
0.6492319242	comparable
0.6491541115	trim11
0.6490980777	yeast
0.6490938300	care
0.6490182961	targeted
0.6488344191	genome
0.6487848973	relative
0.6486025613	phosphatase
0.6483756370	acquisition
0.6482622953	hmg
0.6481750278	change
0.6480309660	probes
0.6477993609	tk
0.6477478714	nacl
0.6476605484	hybrid
0.6476578050	sterol
0.6476221268	tris
0.6475928314	bat
0.6475427033	approximately
0.6475181927	hepatic
0.6475126421	test
0.6475126421	high
0.6474516067	kda
0.6473060645	pachytene
0.6471792588	limbs
0.6466069106	taste
0.6465248016	quantitative
0.6463718443	tissue
0.6463027920	e11
0.6462633867	transgene
0.6462407275	amplified
0.6461101543	purkinje
0.6459181552	sheet
0.6457606051	differences
0.6457492226	total
0.6457349136	isolated
0.6456965085	sciatic
0.6456568300	anesthetized
0.6455100967	institute
0.6453617322	artery
0.6452607401	linkage
0.6450744872	bamhi
0.6448678138	cortical
0.6448326999	strial
0.6447965461	statistical
0.6446701271	bars
0.6445667279	growth
0.6445230733	morphogenesis
0.6444415782	camera
0.6443849602	co2
0.6443228310	food
0.6443228310	aqueous
0.6443091507	relationship
0.6442979464	peptide
0.6442090360	kb
0.6440839581	differentiation
0.6439493809	bone
0.6439005404	chromatin
0.6438515365	phosphate
0.6438457841	solution
0.6436809788	immune
0.6436166335	parathyroid
0.6433557265	sensitive
0.6429731868	metabolism
0.6429384926	enzymatic
0.6427961268	effect
0.6426944181	dependent
0.6425983387	testing
0.6425541106	e13
0.6425457878	single
0.6421720014	dncl1
0.6421591134	remodeling
0.6420715892	survival
0.6420439105	long
0.6419987851	intermediate
0.6419350028	arrows
0.6419262169	histone
0.6419262169	tube
0.6418055895	mg
0.6417783268	stress
0.6417537866	loxp
0.6415410098	motor
0.6412694170	sequencing
0.6411006938	atpase
0.6410836706	support
0.6410130913	pattern
0.6408480685	create
0.6408467195	blue
0.6406243059	soft
0.6405749433	female
0.6404802877	figures
0.6403610075	temporal
0.6402979986	rna
0.6401947216	produced
0.6401056911	transcript
0.6399495083	maintained
0.6399190296	science
0.6397029258	methods
0.6394341832	mucus
0.6390939170	similar
0.6390071274	lacking
0.6390008751	significant
0.6387834924	low
0.6386953882	mmu2
0.6385876983	isoform
0.6384433931	qhcl
0.6383139217	internal
0.6379308343	model
0.6377882609	soleus
0.6377306258	progeny
0.6376204940	carotid
0.6374537602	mediated
0.6371038732	quality
0.6370872122	posterior
0.6368320608	strain
0.6366117952	ri
0.6364064780	detectable
0.6360173075	primary
0.6359573847	cytochrome
0.6358758777	oxygen
0.6356397714	adjacent
0.6356230877	platform
0.6355127965	affinity
0.6352050958	ratios
0.6351887692	recombinase
0.6351825408	plant
0.6351735157	retinas
0.6351493469	efferent
0.6348782643	cycles
0.6338825281	genetically
0.6337620391	cln3
0.6337264611	diplotene
0.6337264611	abundant
0.6336891479	play
0.6336379831	h3
0.6336309883	grey
0.6334611924	biliary
0.6333037256	members
0.6330419294	jackson
0.6329957584	staining
0.6326938551	nasal
